sequence_uid,sequence_name,dataset,source_split,xml_path,cell_id,generation,parents_id,childs_id,start_spot_id,end_spot_id,start_frame,end_frame,start_t,end_t,lifetime_frames,n_spots,end_reason,cell_uid,is_observed_division
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,12,0,,,131768,132251,11,12,9901.682999999999,10801.836,2,2,death,seq0001_20210904_TL2-R05-C03-F0:cell12,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,13,0,,,132036,132036,11,11,9901.682999999999,9901.682999999999,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell13,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,14,0,,,132114,132114,11,11,9901.682999999999,9901.682999999999,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell14,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,15,0,,,132245,132245,12,12,10801.836,10801.836,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell15,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,16,0,,,132267,132267,12,12,10801.836,10801.836,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell16,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,17,0,,,132275,132275,12,12,10801.836,10801.836,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell17,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,18,0,,,132814,132814,13,13,11701.989,11701.989,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell18,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,19,0,,,132302,133200,14,23,12602.141999999998,20703.518999999997,10,10,death,seq0001_20210904_TL2-R05-C03-F0:cell19,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,20,0,,,132324,132646,14,19,12602.141999999998,17102.907,6,6,death,seq0001_20210904_TL2-R05-C03-F0:cell20,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,21,0,,,132328,132403,14,17,12602.141999999998,15302.600999999999,4,4,death,seq0001_20210904_TL2-R05-C03-F0:cell21,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,22,0,,,132828,132828,15,15,13502.294999999998,13502.294999999998,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell22,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,23,0,,,132321,132321,16,16,14402.447999999999,14402.447999999999,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell23,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,24,0,,,132551,132551,16,16,14402.447999999999,14402.447999999999,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell24,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,25,0,,,132603,133208,19,23,17102.907,20703.518999999997,5,5,death,seq0001_20210904_TL2-R05-C03-F0:cell25,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,26,0,,,132628,132591,19,21,17102.907,18903.213,3,3,death,seq0001_20210904_TL2-R05-C03-F0:cell26,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,27,0,,,133016,133016,20,20,18003.059999999998,18003.059999999998,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell27,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,28,0,,,133143,133143,20,20,18003.059999999998,18003.059999999998,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell28,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,29,0,,,133213,133018,20,22,18003.059999999998,19803.365999999998,3,3,death,seq0001_20210904_TL2-R05-C03-F0:cell29,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,30,0,,,132630,132630,21,21,18903.213,18903.213,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell30,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,31,0,,,132602,133241,22,23,19803.365999999998,20703.518999999997,2,2,death,seq0001_20210904_TL2-R05-C03-F0:cell31,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,32,0,,,132688,133251,22,23,19803.365999999998,20703.518999999997,2,2,death,seq0001_20210904_TL2-R05-C03-F0:cell32,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,33,0,,,132739,133622,22,25,19803.365999999998,22503.824999999997,4,4,death,seq0001_20210904_TL2-R05-C03-F0:cell33,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,34,0,,,133212,133212,23,23,20703.518999999997,20703.518999999997,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell34,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,35,0,,,133239,133782,23,26,20703.518999999997,23403.978,4,4,death,seq0001_20210904_TL2-R05-C03-F0:cell35,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,36,0,,,133254,133562,23,27,20703.518999999997,24304.130999999998,5,5,death,seq0001_20210904_TL2-R05-C03-F0:cell36,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,37,0,,,133280,133280,23,23,20703.518999999997,20703.518999999997,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell37,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,38,0,,,133309,133309,24,24,21603.672,21603.672,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell38,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,39,0,,,133444,133428,25,28,22503.824999999997,25204.283999999996,4,4,death,seq0001_20210904_TL2-R05-C03-F0:cell39,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,40,0,,,133529,133529,25,25,22503.824999999997,22503.824999999997,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell40,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,41,0,,,133586,133586,25,25,22503.824999999997,22503.824999999997,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell41,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,42,0,,,133734,134034,25,26,22503.824999999997,23403.978,2,2,death,seq0001_20210904_TL2-R05-C03-F0:cell42,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,43,0,,,133570,133570,26,26,23403.978,23403.978,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell43,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,44,0,,,133696,133696,26,26,23403.978,23403.978,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell44,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,45,0,,,133494,134689,27,43,24304.130999999998,38706.579,17,17,death,seq0001_20210904_TL2-R05-C03-F0:cell45,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,46,0,,,133797,133797,27,27,24304.130999999998,24304.130999999998,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell46,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,47,0,,,133401,133401,28,28,25204.283999999996,25204.283999999996,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell47,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,48,0,,,133408,133408,28,28,25204.283999999996,25204.283999999996,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell48,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,49,0,,,133423,133423,28,28,25204.283999999996,25204.283999999996,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell49,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,50,0,,,133458,133458,28,28,25204.283999999996,25204.283999999996,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell50,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,51,0,,,133509,133509,28,28,25204.283999999996,25204.283999999996,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell51,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,52,0,,,133727,133727,28,28,25204.283999999996,25204.283999999996,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell52,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,53,0,,,133752,133752,28,28,25204.283999999996,25204.283999999996,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell53,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,54,0,,,133903,134136,28,30,25204.283999999996,27004.589999999997,3,3,death,seq0001_20210904_TL2-R05-C03-F0:cell54,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,55,0,,,133565,133759,30,34,27004.589999999997,30605.201999999997,5,5,death,seq0001_20210904_TL2-R05-C03-F0:cell55,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,56,0,,,133605,135662,30,51,27004.589999999997,45907.80299999999,22,22,death,seq0001_20210904_TL2-R05-C03-F0:cell56,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,57,0,,,133747,133747,30,30,27004.589999999997,27004.589999999997,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell57,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,58,0,,,133781,133781,30,30,27004.589999999997,27004.589999999997,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell58,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,59,0,,,134060,134060,30,30,27004.589999999997,27004.589999999997,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell59,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,60,0,,,134080,134080,30,30,27004.589999999997,27004.589999999997,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell60,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,61,0,,,134084,134084,30,30,27004.589999999997,27004.589999999997,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell61,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,62,0,,,134044,134292,31,35,27904.743,31505.354999999996,5,5,death,seq0001_20210904_TL2-R05-C03-F0:cell62,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,63,0,,,134103,134444,31,36,27904.743,32405.507999999998,6,6,death,seq0001_20210904_TL2-R05-C03-F0:cell63,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,64,0,,,134112,134155,31,34,27904.743,30605.201999999997,4,4,death,seq0001_20210904_TL2-R05-C03-F0:cell64,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,65,0,,,134238,133912,32,34,28804.895999999997,30605.201999999997,3,3,death,seq0001_20210904_TL2-R05-C03-F0:cell65,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,66,0,,,133443,133443,33,33,29705.048999999995,29705.048999999995,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell66,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,67,0,,,133466,133846,33,34,29705.048999999995,30605.201999999997,2,2,death,seq0001_20210904_TL2-R05-C03-F0:cell67,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,68,0,,,133540,134694,33,39,29705.048999999995,35105.967,7,7,death,seq0001_20210904_TL2-R05-C03-F0:cell68,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,69,0,,,133561,134262,33,35,29705.048999999995,31505.354999999996,3,3,death,seq0001_20210904_TL2-R05-C03-F0:cell69,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,70,0,,,133631,133631,33,33,29705.048999999995,29705.048999999995,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell70,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,71,0,,,133660,133660,33,33,29705.048999999995,29705.048999999995,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell71,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,72,0,,,133805,133805,33,33,29705.048999999995,29705.048999999995,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell72,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,73,0,,,134204,134354,34,35,30605.201999999997,31505.354999999996,2,2,death,seq0001_20210904_TL2-R05-C03-F0:cell73,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,74,0,,,134301,134301,35,35,31505.354999999996,31505.354999999996,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell74,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,75,0,,,134332,134332,35,35,31505.354999999996,31505.354999999996,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell75,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,76,0,,,134394,134394,36,36,32405.507999999998,32405.507999999998,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell76,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,77,0,,,134421,134633,36,37,32405.507999999998,33305.661,2,2,death,seq0001_20210904_TL2-R05-C03-F0:cell77,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,78,0,,,134442,137998,36,68,32405.507999999998,61210.403999999995,33,33,death,seq0001_20210904_TL2-R05-C03-F0:cell78,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,79,0,,,134513,134601,37,43,33305.661,38706.579,7,7,death,seq0001_20210904_TL2-R05-C03-F0:cell79,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,80,0,,,134547,134547,37,37,33305.661,33305.661,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell80,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,81,0,,,134586,135689,37,49,33305.661,44107.496999999996,13,13,death,seq0001_20210904_TL2-R05-C03-F0:cell81,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,82,0,,,134628,138875,37,79,33305.661,71112.087,43,43,death,seq0001_20210904_TL2-R05-C03-F0:cell82,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,83,0,,,134670,134672,37,38,33305.661,34205.814,2,2,death,seq0001_20210904_TL2-R05-C03-F0:cell83,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,84,0,,,134702,134702,37,37,33305.661,33305.661,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell84,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,85,0,,,134713,134713,37,37,33305.661,33305.661,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell85,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,86,0,,,134762,134755,37,38,33305.661,34205.814,2,2,death,seq0001_20210904_TL2-R05-C03-F0:cell86,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,87,0,,,134477,134477,38,38,34205.814,34205.814,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell87,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,88,0,,,134500,136004,38,55,34205.814,49508.41499999999,18,18,death,seq0001_20210904_TL2-R05-C03-F0:cell88,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,89,0,,,134512,134512,38,38,34205.814,34205.814,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell89,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,90,0,,,134525,135838,38,53,34205.814,47708.109,16,16,death,seq0001_20210904_TL2-R05-C03-F0:cell90,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,91,0,,,134662,134662,38,38,34205.814,34205.814,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell91,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,92,0,,,134873,134873,38,38,34205.814,34205.814,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell92,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,93,0,,,134667,134667,39,39,35105.967,35105.967,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell93,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,94,0,,,134864,134864,39,39,35105.967,35105.967,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell94,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,95,0,,,134761,135583,40,48,36006.119999999995,43207.344,9,9,death,seq0001_20210904_TL2-R05-C03-F0:cell95,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,96,0,,,134776,134776,40,40,36006.119999999995,36006.119999999995,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell96,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,97,0,,,134901,134901,40,40,36006.119999999995,36006.119999999995,1,1,death,seq0001_20210904_TL2-R05-C03-F0:cell97,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,98,0,,,135055,135032,41,42,36906.272999999994,37806.426,2,2,death,seq0001_20210904_TL2-R05-C03-F0:cell98,False
seq0001_20210904_TL2-R05-C03-F0,20210904_TL2-R05-C03-F0,6139958,all,6139958\6139958\20210904_TL2-R05-C03-F0.xml,99,0,,,135160,135672,41,49,36906.272999999994,44107.496999999996,9,9,death,seq0001_20210904_TL2-R05-C03-F0:cell99,False
